0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
YLH|YLH|||Lansdowne House|Lansdowne House|||Lansdowne House|Lansdowne House|Канада|Канада|52.194999|52.194999|-87.933333|-87.933333
YLI|YLI|||Ylivieska|Ylivieska|||Ylivieska|Ylivieska|Финляндия|Финляндия|64.054722|64.054722|24.725278|24.725278
YLJ|YLJ|||Meadow Lake|Meadow Lake|||Meadow Lake|Meadow Lake|Канада|Канада|54.125278|54.125278|-108.522778|-108.522778
YLL|YLL|||Lloydminster|Lloydminster|||Lloydminster, AB|Lloydminster, AB|Канада|Канада|53.309166|53.309166|-110.072500|-110.072500
YLM|YLM|||Clinton Creek|Clinton Creek|||Clinton Creek|Clinton Creek|Канада|Канада|64.475278|64.475278|-140.741110|-140.741110
YLN|YLN|Фулан|Фулан|Yilan|Yilan|Фулан|Фулан|Yilan|Yilan|Китай|Китай|46.317|46.317|129.567|129.567
YLO|YLO|||Shilo|Shilo|||Shilo|Shilo|Канада|Канада|49.800|49.800|-99.633|-99.633
YLP|YLP|||Mingan|Mingan|||Mingan|Mingan|Канада|Канада|50.281389|50.281389|-64.099444|-64.099444
YLQ|YLQ|||La Tuque|La Tuque|||La Tuque|La Tuque|Канада|Канада|47.409721|47.409721|-72.788889|-72.788889
YLR|YLR|||Leaf Rapids|Leaf Rapids|||Leaf Rapids|Leaf Rapids|Канада|Канада|56.513333|56.513333|-99.985278|-99.985278
YLS|YLS|||Lebel-Sur-Quevillon|Lebel-Sur-Quevillon|||Lebel-Sur-Quevillon|Lebel-Sur-Quevillon|Канада|Канада|49.030278|49.030278|-77.017222|-77.017222
YLT|YLT|||Alert|Alert|||Alert|Alert|Канада|Канада|82.517778|82.517778|-62.280555|-62.280555
YLW|YLW|||Kelowna Airport|Kelowna Airport|||Kelowna, BC|Kelowna, BC|Канада|Канада|49.956112|49.956112|-119.377778|-119.377778
YLX|YLX|||Long Point|Long Point|||Long Point|Long Point|Канада|Канада|59.35|59.35|-94.683333333333|-94.683333333333
YLY|YLY|||Langley Regional|Langley Regional|||Langley|Langley|Канада|Канада|49.100833333333|49.100833333333|-122.63083333333|-122.63083333333
YMA|YMA|||Mayo|Mayo|||Mayo|Mayo|Канада|Канада|63.616389|63.616389|-135.868333|-135.868333
YMB|YMB|||Merritt|Merritt|||Merritt|Merritt|Канада|Канада|50.122778|50.122778|-120.747222|-120.747222
YMC|YMC|||Maricourt Airstrip|Maricourt Airstrip|||Maricourt Airstrip|Maricourt Airstrip|Канада|Канада|61.600|61.600|-71.967|-71.967
YMD|YMD|||Mould Bay|Mould Bay|||Mould Bay|Mould Bay|Канада|Канада|76.262|76.262|-119.403|-119.403
YME|YME|||Matane|Matane|||Matane|Matane|Канада|Канада|48.856945|48.856945|-67.453333|-67.453333
YMF|YMF|||Montagne Harbor|Montagne Harbor|||Montagne Harbor|Montagne Harbor|Канада|Канада|48.817|48.817|-123.200|-123.200
YMG|YMG|||Manitouwadge|Manitouwadge|||Manitouwadge|Manitouwadge|Канада|Канада|49.083889|49.083889|-85.860556|-85.860556
YMI|YMI|||Minaki|Minaki|||Minaki|Minaki|Канада|Канада|49.971|49.971|-94.701|-94.701
YMJ|YMJ|||Moose Jaw / Air Vice Marshal C. M. Mcewen Airport|Moose Jaw / Air Vice Marshal C. M. Mcewen Airport|||Moose Jaw|Moose Jaw|Канада|Канада|50.330278|50.330278|-105.559167|-105.559167
YML|YML|Шарлевуа|Шарлевуа|Charlevoix|Charlevoix|||Murray Bay, NT|Murray Bay, NT|Канада|Канада|47.597500|47.597500|-70.223892|-70.223892
YMM|YMM|||Fort Mcmurray|Fort Mcmurray|||Fort Mcmurray|Fort Mcmurray|Канада|Канада|56.653333|56.653333|-111.221944|-111.221944
YMN|YMN|||Makkovik|Makkovik|||Makkovik|Makkovik|Канада|Канада|55.076939|55.076939|-59.186390|-59.186390
YMO|YMO|||Moosonee|Moosonee|||Moosonee|Moosonee|Канада|Канада|51.291111|51.291111|-80.607778|-80.607778
YMP|YMP|||Port McNeil|Port McNeil|||Port McNeil|Port McNeil|Канада|Канада|50.575556|50.575556|-127.028611|-127.028611
YMR|YMR|||Merry Island|Merry Island|||Merry Island|Merry Island|Франция|Франция|47.85|47.85|3.6833333333333|3.6833333333333
YMS|YMS|Юримагуас|Юримагуас|Yurimaguas|Yurimaguas|Юримагуас|Юримагуас|Yurimaguas|Yurimaguas|Перу|Перу|-5.893772|-5.893772|-76.118211|-76.118211
YMT|YMT|||Chibougamau|Chibougamau|||Chibougamau|Chibougamau|Канада|Канада|49.771944|49.771944|-74.528055|-74.528055
YMW|YMW|||Maniwaki|Maniwaki|||Maniwaki|Maniwaki|Канада|Канада|46.272778|46.272778|-75.990556|-75.990556
YMX|YMX|||Mirabel|Mirabel|Монреаль|Монреаль|Montreal|Montreal|Канада|Канада|45.681944|45.681944|-74.005278|-74.005278
YNA|YNA|||Natashquan|Natashquan|||Natashquan|Natashquan|Канада|Канада|50.190000|50.190000|-61.789167|-61.789167
YNB|YNB|Янбу|Янбу|Yanbu|Yanbu|Янбу|Янбу|Yanbu|Yanbu|Саудовская Аравия|Саудовская Аравия|24.144244|24.144244|38.063350|38.063350
YNC|YNC|||Wemindji|Wemindji|||Wemindji|Wemindji|Канада|Канада|53.010833|53.010833|-78.830278|-78.830278
YND|YND|||Executive Gatineau-Ottawa|Executive Gatineau-Ottawa|Оттава|Оттава|Ottawa|Ottawa|Канада|Канада|45.521694|45.521694|-75.563589|-75.563589
YNE|YNE|||Norway House|Norway House|||Norway House|Norway House|Канада|Канада|53.957778|53.957778|-97.844167|-97.844167
YNF|YNF|||Deer Lake/Stephenville|Deer Lake/Stephenville|||Corner Brook|Corner Brook|Канада|Канада|48.946944444444|48.946944444444|-57.943888888889|-57.943888888889
YNG|YNG|||Youngstown|Youngstown|||Youngstown|Youngstown|США|США|41.260736|41.260736|-80.679097|-80.679097
YNI|YNI|||Nitchequon|Nitchequon|||Nitchequon|Nitchequon|Канада|Канада|53.200|53.200|-70.883|-70.883
YNJ|YNJ|Фаньчжы|Фаньчжы|Yanji|Yanji|Яньцзи|Яньцзи|Yanji|Yanji|Китай|Китай|42.882800|42.882800|129.451258|129.451258
YNK|YNK|||Nootka Sound|Nootka Sound|||Nootka Sound|Nootka Sound|Канада|Канада|49.600|49.600|-126.617|-126.617
YNL|YNL|||Points North Landing|Points North Landing|||Points North Landing, Saskatchewan|Points North Landing, Saskatchewan|Канада|Канада|58.276667|58.276667|-104.082500|-104.082500
YNM|YNM|||Matagami|Matagami|||Matagami|Matagami|Канада|Канада|49.761667|49.761667|-77.802778|-77.802778
YNN|YNN|||Yandi|Yandi|||Yandicoogina|Yandicoogina|Австралия|Австралия|-21.416666666667|-21.416666666667|120.16666666667|120.16666666667
YNO|YNO|||North Spirit Lake|North Spirit Lake|||North Spirit Lake, ON|North Spirit Lake, ON|Канада|Канада|52.490556|52.490556|-92.973056|-92.973056
YNP|YNP|||Natuashish|Natuashish|||Natuashish|Natuashish|Канада|Канада|55.912777777778|55.912777777778|-61.185277777778|-61.185277777778
YNR|YNR|||Arnes|Arnes|||Arnes, MB|Arnes, MB|Канада|Канада|50.836111|50.836111|-96.957222|-96.957222
YNS|YNS|||Nemiscau|Nemiscau|||Nemiscau|Nemiscau|Канада|Канада|51.690833|51.690833|-76.135000|-76.135000
YNT|YNT|Фантай|Фантай|Yantai|Yantai|Янтай|Янтай|Yantai|Yantai|Китай|Китай|37.401667|37.401667|121.371667|121.371667
YNY|YNY|Янян|Янян|Yangyang|Yangyang|Янян|Янян|Yangyang|Yangyang|Южная Корея|Южная Корея|38.061311|38.061311|128.669164|128.669164
YNZ|YNZ|Яньчэн|Яньчэн|Yancheng|Yancheng|Яньчэн|Яньчэн|Yancheng|Yancheng|Китай|Китай|33.425832|33.425832|120.203056|120.203056
YOA|YOA|||Ekati|Ekati|||Ekati|Ekati|Греция|Греция|37.394444444444|37.394444444444|25.2575|25.2575
YOC|YOC|||Old Crow|Old Crow|||Old Crow|Old Crow|Канада|Канада|67.570556|67.570556|-139.839167|-139.839167
YOD|YOD|||Cold Lake|Cold Lake|||Cold Lake|Cold Lake|Канада|Канада|54.405000|54.405000|-110.279443|-110.279443
YOE|YOE|||Falher|Falher|||Falher|Falher|Канада|Канада|55.733|55.733|-117.200|-117.200
YOG|YOG|||Ogoki|Ogoki|||Ogoki|Ogoki|Канада|Канада|51.657772|51.657772|-85.900833|-85.900833
YOH|YOH|||Oxford House|Oxford House|||Oxford House|Oxford House|Канада|Канада|54.933048|54.933048|-95.278610|-95.278610
YOJ|YOJ|||Footner Lake|Footner Lake|||High Level|High Level|Канада|Канада|58.621389|58.621389|-117.164722|-117.164722
YOK|YOK|Йокогама|Йокогама|Yokohama|Yokohama|Йокогама|Йокогама|Yokohama|Yokohama|Япония|Япония|35.417|35.417|139.650|139.650
YOL|YOL|Йола|Йола|Yola|Yola|Йола|Йола|Yola|Yola|Нигерия|Нигерия|9.257553|9.257553|12.430422|12.430422
YOO|YOO|||Oshawa|Oshawa|||Oshawa|Oshawa|Канада|Канада|43.922779|43.922779|-78.895000|-78.895000
YOP|YOP|||Rainbow Lake|Rainbow Lake|||Rainbow Lake|Rainbow Lake|Канада|Канада|58.491389|58.491389|-119.408333|-119.408333
YOS|YOS|||Billy Bishop Regional|Billy Bishop Regional|Оуэн Саунд|Оуэн Саунд|Owen Sound|Owen Sound|Канада|Канада|44.590279|44.590279|-80.837500|-80.837500
YOT|YOT|||Yotvata|Yotvata|||Yotvata|Yotvata|Израиль|Израиль|29.906172|29.906172|35.066650|35.066650
YOW|YOW|||Ottawa Macdonald-Cartier International|Ottawa Macdonald-Cartier International|Оттава|Оттава|Ottawa|Ottawa|Канада|Канада|45.322500|45.322500|-75.669167|-75.669167
YOY|YOY|||Valcartier|Valcartier|||Valcartier|Valcartier|Канада|Канада|46.902500|46.902500|-71.506111|-71.506111
YPA|YPA|||Glass Field|Glass Field|||Prince Albert, SK|Prince Albert, SK|Канада|Канада|53.214167|53.214167|-105.672778|-105.672778
YPB|YPB|||Port Alberni|Port Alberni|||Port Alberni|Port Alberni|Канада|Канада|49.321944|49.321944|-124.931111|-124.931111
YPC|YPC|||Paulatuk|Paulatuk|||Paulatuk|Paulatuk|Канада|Канада|69.361111|69.361111|-124.058610|-124.058610
YPD|YPD|||Parry Sound|Parry Sound|||Parry Sound|Parry Sound|Канада|Канада|45.257500|45.257500|-79.829722|-79.829722
YPE|YPE|||Peace River|Peace River|||Peace River|Peace River|Канада|Канада|56.226944|56.226944|-117.447222|-117.447222
YPF|YPF|||Esquimalt|Esquimalt|||Esquimalt|Esquimalt|Канада|Канада|48.433|48.433|-123.400|-123.400
YPG|YPG|||Portage La Prairie|Portage La Prairie|||Portage La Prairie|Portage La Prairie|Канада|Канада|49.903056|49.903056|-98.273889|-98.273889
YPH|YPH|||Inukjuak|Inukjuak|||Inukjuak|Inukjuak|Канада|Канада|58.471667|58.471667|-78.077222|-78.077222
YPI|YPI|||Port Simpson|Port Simpson|Порт Симпсон|Порт Симпсон|Port Simpson|Port Simpson|Канада|Канада|54.550|54.550|-130.417|-130.417
YPJ|YPJ|||Aupaluk|Aupaluk|||Aupaluk|Aupaluk|Канада|Канада|59.296944|59.296944|-69.599721|-69.599721
YPL|YPL|||Pickle Lake|Pickle Lake|||Pickle Lake|Pickle Lake|Канада|Канада|51.446388|51.446388|-90.214167|-90.214167
YPM|YPM|||Pikangikum|Pikangikum|||Pikangikum|Pikangikum|Канада|Канада|51.820|51.820|-93.973|-93.973
YPN|YPN|||Port Menier|Port Menier|||Port Menier|Port Menier|Канада|Канада|49.836389|49.836389|-64.288611|-64.288611
YPO|YPO|||Peawanuck|Peawanuck|||Peawanuck|Peawanuck|Канада|Канада|54.983|54.983|-85.433|-85.433
YPP|YPP|||Pine Point|Pine Point|||Pine Point|Pine Point|Канада|Канада|60.850|60.850|-114.367|-114.367
YPQ|YPQ|||Peterborough|Peterborough|||Peterborough|Peterborough|Канада|Канада|44.230000|44.230000|-78.363333|-78.363333
YPR|YPR|||Digby Island|Digby Island|Принц Руперт|Принц Руперт|Prince Rupert|Prince Rupert|Канада|Канада|54.286110|54.286110|-130.444722|-130.444722
YPS|YPS|||Port Hawkesbury|Port Hawkesbury|||Port Hawkesbury|Port Hawkesbury|Канада|Канада|45.656667|45.656667|-61.368056|-61.368056
YPT|YPT|||Pender Harbor|Pender Harbor|||Pender Harbor|Pender Harbor|Канада|Канада|48.812778|48.812778|-123.322222|-123.322222
YPW|YPW|||Powell River|Powell River|||Powell River|Powell River|Канада|Канада|49.847778|49.847778|-124.499167|-124.499167
YPX|YPX|||Puvirnituq|Puvirnituq|||Povungnituk|Povungnituk|Канада|Канада|60.050556|60.050556|-77.286944|-77.286944
YPY|YPY|||Fort Chipewyan|Fort Chipewyan|||Fort Chipewyan|Fort Chipewyan|Канада|Канада|58.767223|58.767223|-111.117222|-111.117222
YPZ|YPZ|||Burns Lake|Burns Lake|||Burns Lake|Burns Lake|Канада|Канада|54.376389|54.376389|-125.951388|-125.951388
YQA|YQA|||Muskoka|Muskoka|||Muskoka|Muskoka|Канада|Канада|44.974722|44.974722|-79.303333|-79.303333
YQB|YQB|||Quйbec|Quйbec|||Quйbec City|Quйbec City|Канада|Канада|46.791111|46.791111|-71.393333|-71.393333
YQC|YQC|||Quaqtaq|Quaqtaq|||Quaqtaq|Quaqtaq|Канада|Канада|61.046389|61.046389|-69.617778|-69.617778
YQD|YQD|||The Pas|The Pas|||The Pas|The Pas|Канада|Канада|53.971389|53.971389|-101.091111|-101.091111
YQE|YQE|Кимберли|Кимберли|Kimberley|Kimberley|Кимберли|Кимберли|Kimberley|Kimberley|Канада|Канада|49.683|49.683|-115.983|-115.983
YQF|YQF|||Red Deer|Red Deer|||Red Deer|Red Deer|Канада|Канада|52.182222|52.182222|-113.894444|-113.894444
YQG|YQG|Виндзор|Виндзор|Windsor|Windsor|Виндзор|Виндзор|Windsor|Windsor|Канада|Канада|42.275556|42.275556|-82.955556|-82.955556
YQH|YQH|||Watson Lake|Watson Lake|||Watson Lake|Watson Lake|Канада|Канада|60.116389|60.116389|-128.822499|-128.822499
YQI|YQI|||Yarmouth|Yarmouth|||Yarmouth|Yarmouth|Канада|Канада|43.826944|43.826944|-66.088055|-66.088055
YQK|YQK|||Kenora|Kenora|||Kenora|Kenora|Канада|Канада|49.788334|49.788334|-94.363056|-94.363056
YQL|YQL|Летбридж|Летбридж|Lethbridge|Lethbridge|Летбридж|Летбридж|Lethbridge|Lethbridge|Канада|Канада|49.630278|49.630278|-112.799722|-112.799722
YQN|YQN|||Nakina|Nakina|||Nakina|Nakina|Канада|Канада|50.182777|50.182777|-86.696388|-86.696388
YQQ|YQQ|||Comox|Comox|||Comox|Comox|Канада|Канада|49.710833|49.710833|-124.886666|-124.886666
YQR|YQR|Регина|Регина|Regina|Regina|||Regina, Saskatchewan|Regina, Saskatchewan|Канада|Канада|50.431944|50.431944|-104.665833|-104.665833
YQS|YQS|||Pembroke Area Mncpl|Pembroke Area Mncpl|||St Thomas|St Thomas|Канада|Канада|42.770000|42.770000|-81.110832|-81.110832
YQT|YQT|Тандер Бэй|Тандер Бэй|Thunder Bay|Thunder Bay|Тандер Бэй|Тандер Бэй|Thunder Bay|Thunder Bay|Канада|Канада|48.371944|48.371944|-89.323889|-89.323889
YQU|YQU|||Grande Prairie|Grande Prairie|||Grande Prairie|Grande Prairie|Канада|Канада|55.179722|55.179722|-118.885000|-118.885000
YQV|YQV|Йорктон|Йорктон|Yorkton|Yorkton|Йорктон|Йорктон|Yorkton|Yorkton|Канада|Канада|51.264721|51.264721|-102.461667|-102.461667
YQW|YQW|||North Battleford|North Battleford|||North Battleford|North Battleford|Канада|Канада|52.769167|52.769167|-108.243610|-108.243610
YQX|YQX|||Gander International|Gander International|||Gander|Gander|Канада|Канада|48.936944|48.936944|-54.568056|-54.568056
YQY|YQY|Сидней|Сидней|Sydney|Sydney|||Sydney, NS|Sydney, NS|Канада|Канада|46.161388|46.161388|-60.047779|-60.047779
YQZ|YQZ|Кеснел|Кеснел|Quesnel|Quesnel|Кеснел|Кеснел|Quesnel|Quesnel|Канада|Канада|53.026112|53.026112|-122.510278|-122.510278
YRA|YRA|||Rae Lakes|Rae Lakes|||Rae Lakes|Rae Lakes|Канада|Канада|64.115278|64.115278|-117.309722|-117.309722
YRB|YRB|||Resolute|Resolute|||Resolute|Resolute|Канада|Канада|74.716944|74.716944|-94.969444|-94.969444
YRD|YRD|||Dean River|Dean River|||Dean River|Dean River|Канада|Канада|52.817|52.817|-126.967|-126.967
YRE|YRE|||Resolution Island|Resolution Island|||Resolution Island|Resolution Island|Канада|Канада|61.500|61.500|-65.000|-65.000
YRF|YRF|||Cartwright|Cartwright|||Cartwright|Cartwright|Канада|Канада|53.682500|53.682500|-57.041943|-57.041943
YRG|YRG|||Rigolet|Rigolet|||Rigolet|Rigolet|Канада|Канада|54.179444|54.179444|-58.456944|-58.456944
YRI|YRI|||Riviere Du Loup|Riviere Du Loup|||Riviere Du Loup|Riviere Du Loup|Канада|Канада|47.764444|47.764444|-69.584722|-69.584722
YRJ|YRJ|||Roberval|Roberval|||Roberval|Roberval|Канада|Канада|48.520000|48.520000|-72.265556|-72.265556
YRL|YRL|||Red Lake|Red Lake|||Red Lake|Red Lake|Канада|Канада|51.066944|51.066944|-93.793056|-93.793056
YRM|YRM|||Rocky Mountain House|Rocky Mountain House|||Rocky Mountain House|Rocky Mountain House|Канада|Канада|52.429722|52.429722|-114.904167|-114.904167
YRN|YRN|||Rivers Inlet|Rivers Inlet|||Owekeno Village|Owekeno Village|Канада|Канада|51.467|51.467|-127.583|-127.583
YRO|YRO|||Rockcliffe St|Rockcliffe St|Оттава|Оттава|Ottawa|Ottawa|Канада|Канада|45.460278|45.460278|-75.646111|-75.646111
YRQ|YRQ|||Trois-Rivieres|Trois-Rivieres|||Trois-Rivieres|Trois-Rivieres|Канада|Канада|46.352779|46.352779|-72.679444|-72.679444
YRR|YRR|||Stuart Island|Stuart Island|||Stuart Island|Stuart Island|Канада|Канада|50.417|50.417|-125.167|-125.167
YRS|YRS|||Red Sucker Lake|Red Sucker Lake|||Red Sucker Lake|Red Sucker Lake|Канада|Канада|54.166939|54.166939|-93.559441|-93.559441
YRT|YRT|||Nuuk|Nuuk|||Rankin Inlet, NT|Rankin Inlet, NT|Канада|Канада|62.811390|62.811390|-92.115833|-92.115833
YRV|YRV|Ревелстоук|Ревелстоук|Revelstoke|Revelstoke|Ревелстоук|Ревелстоук|Revelstoke|Revelstoke|Канада|Канада|50.966667|50.966667|-118.183333|-118.183333
YSA|YSA|||Sable Island|Sable Island|||Sable Island|Sable Island|Канада|Канада|43.917|43.917|-59.833|-59.833
YSB|YSB|||Sudbury|Sudbury|||Sudbury|Sudbury|Канада|Канада|46.625000|46.625000|-80.798889|-80.798889
YSC|YSC|||Sherbrooke|Sherbrooke|||Sherbrooke|Sherbrooke|Канада|Канада|45.438611|45.438611|-71.691389|-71.691389
YSD|YSD|||Suffield|Suffield|||Suffield|Suffield|Канада|Канада|50.271944|50.271944|-111.193333|-111.193333
YSE|YSE|||Squamish|Squamish|||Squamish|Squamish|Канада|Канада|49.783|49.783|-123.167|-123.167
YSF|YSF|||Stony Rapids|Stony Rapids|||Stony Rapids|Stony Rapids|Канада|Канада|59.250|59.250|-105.841|-105.841
YSG|YSG|||Lutselke|Lutselke|||Lutselke/Snowdrift|Lutselke/Snowdrift|Канада|Канада|62.417|62.417|-110.667|-110.667
YSH|YSH|||Smith Falls|Smith Falls|||Smith Falls|Smith Falls|Канада|Канада|44.945833|44.945833|-75.940556|-75.940556
YSI|YSI|||Sans Souci|Sans Souci|||Sans Souci|Sans Souci|Канада|Канада|45.173333|45.173333|-80.137500|-80.137500
YSJ|YSJ|Сент Джон|Сент Джон|Saint John|Saint John|Сент Джон|Сент Джон|Saint John|Saint John|Канада|Канада|45.316111|45.316111|-65.890277|-65.890277
